번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자,
"552","으뜸 헤엄이","레오 리오니 글.그림;이명희 옮김","마루벌","2008","9788956631981","","7","","843","1","5","2014-01-16",
"553","우리는 친구","앤서니 브라운 글·그림;장미란 옮김","웅진씽크빅","2008","9788901074405","","7","","843","1","0","2014-01-16",
"554","싫어요 몰라요 그냥요","이금이 글;최정인 그림","푸른책들","2010","9788961701068","","7","","813.8","1","8","2014-01-16",
"555","건지 감자껍질파이 북클럽","메리 앤 섀퍼;애니 배로스 [공] 지음 ;신선해 옮김","이덴슬리벨","2010","9788991310278","","0","","843","1","6","2014-01-16",
"556","오리야 토끼야","에이미 크루즈 로젠탈 글;탐 리히텐헬드 그림;서연 옮김","아이맘","2010","9788996281610","","7","","843","1","2","2014-01-16",
"557","나쁜 사마리아인들","장하준 지음;이순희 옮김","부키","2007","9788960510197","","0","","320.4","1","0","2014-01-16",
"558","손 큰 할머니의 만두 만들기","채인선 글;이억배 그림","재미마주","2008","9788986565065","","7","","813","1","3","2014-01-16",
"559","난지도가 살아났어요","이명희 글;박재철 그림","마루벌","2009","9788956632889","","7","","813.8","1","10","2014-01-16",
"560","나니아 나라 이야기","C. S. 루이스 글;폴린 메인즈 그림;햇살과나문꾼 옮김","시공주니어","2006","9788952723215","","","9","808.9","1","0","2014-01-16",
"561","그런데요, 생태계가 뭐예요?","김성화;권수진 [공]글;조위라 그림","토토북","2011","9788990611666","","7","","472.5","1","3","2014-01-16",
"562","토지","박경리 지음","나남출판","2005","9788930007214","9788930007221","","21","813.6","1","2","2014-01-16",
"563","토지","박경리 지음","나남출판","2005","9788930007207","9788930007221","","20","813.6","1","2","2014-01-16",
"564","토지","박경리 지음","나남출판","2002","9788930007191","9788930007221","","19","813.6","1","2","2014-01-16",
"565","토지","박경리 지음","나남출판","2005","9788930007184","9788930007221","","18","813.6","1","3","2014-01-16",
"566","토지","박경리 지음","나남출판","2005","9788930007177","9788930007221","","17","813.6","1","3","2014-01-16",
"567","토지","박경리 지음","나남출판","2002","9788930007160","9788930007221","","16","813.6","1","1","2014-01-16",
"568","토지","박경리 지음","나남출판","2002","9788930007153","9788930007221","","15","813.6","1","1","2014-01-16",
"569","토지","박경리 지음","나남출판","2002","9788930007146","9788930007221","","14","813.6","1","2","2014-01-16",
"570","토지","박경리 지음","나남출판","2002","9788930007139","9788930007221","","13","813.6","1","2","2014-01-16",
"571","토지","박경리 지음","나남출판","2002","9788930007122","9788930007221","","12","813.6","1","1","2014-01-16",
"572","토지","박경리 지음","나남출판","2002","9788930007115","9788930007221","","11","813.6","1","2","2014-01-16",
"573","토지","박경리 지음","나남출판","2005","9788930007108","9788930007221","","10","813.6","1","1","2014-01-16",
"574","이기적 유전자","리처드 도킨스 지음;홍영남 옮김","을유문화사","2007","9788932471112","","","","491.15","1","7","2014-01-16",
"575","토지","박경리 지음","나남출판","2002","9788930007054","9788930007221","","5","813.6","1","3","2014-01-16",
"576","토지","박경리 지음","나남출판","2005","9788930007047","9788930007221","","4","813.6","1","4","2014-01-16",
"577","토지","박경리 지음","나남출판","2005","9788930007030","9788930007221","","3","813.6","1","5","2014-01-16",
"578","장길산","황석영 글;김세현 그림","책이있는마을","2004","9788956390383","9788956390376","","1","813.6","1","1","2014-01-16",
"579","아침 햇살이 담긴 팬케이크","조나단 런던 글;브라이언 카라스 그림;남경완 옮김","비룡소","","9788949111667","","","","843","1","0","2014-01-16",
"580","겁쟁이 빌리","앤터니 브라운 [글·그림];김경미 옮김","비룡소","","9788949111636","","","","843","1","8","2014-01-16",
"581","(검피 아저씨의)뱃놀이","존 버닝햄 글;이주령 옮김","시공사","","9788972593751","","","","843","1","2","2014-01-16",
"582","화가 나는 건 당연해!:화를 슬기롭게 다루는 법","미셸린느 먼디 글;R. W. 앨리 그림;노은정 옮김","비룡소","2007","9788949130910","","7","","843","1","3","2014-01-16",
"583","사랑해 모두모두 사랑해","매리언 데인 바우어 글;처치 그림;신형건 옮김","푸른책들","2009","9788961701020","","7","","843","1","1","2014-01-16",
"584","우리 형","앤서니 브라운 글·그림;허은미 옮김","웅진씽크빅","2007","9788901063027","","7","","843","1","1","2014-01-16",
"585","모모","미하엘 엔데 지음 ;한미희 옮김","비룡소","2008","9788949190020","","","","853","1","5","2014-01-16",
"586","들키고 싶은 비밀","황선미 지음;김유대 그림","창작과 비평사","2011","9788936451059","","7","","813.8","1","8","2014-01-16",
"587","괜찮아","최숙희 글·그림","웅진씽크빅","2007","9788901052922","","7","","813.8","1","4","2014-01-16",
"588","아낌없이 주는 나무:어른과 어린이가 보는 동화","쉘 실버스타인;김정우 옮김","예지원","2004","9788990566133","","","","843","1","4","2014-01-16",
"589","나니아 나라 이야기","C. S. 루이스 글;폴린 베인즈 그림;햇살과나무꾼 옮김","시공주니어","2005","9788952723178","","","5","808.9","1","0","2014-01-16",
"590","나니아 나라 이야기","C. S. 루이스 글;폴린 베인즈 그림;햇살과나무꾼 옮김","시공주니어","2005","9788952723161","","","4","808.9","1","0","2014-01-16",
"591","나니아 나라 이야기","C. S. 루이스 글;폴린 베인즈 그림;햇살과나무꾼 옮김","시공사","2005","9788952723154","9788952723147","","3","808.9","1","0","2014-01-16",
"592","씨앗을 지키는 사람들","안미란 지음;윤정주 그림","창작과비평사","2009","9788936441920","","7","","813.8","1","3","2014-01-16",
"593","아빠와 아들","고대영 글;한상언 그림","길벗어린이","2007","9788955820720","","7","","813.8","1","3","2014-01-16",
"594","토지","박경리 지음","나남출판","2005","9788930007092","9788930007221","","9","813.6","1","1","2014-01-16",
"595","토지","박경리 지음","나남출판","2005","9788930007085","9788930007221","","8","813.6","1","1","2014-01-16",
"596","토지","박경리 지음","나남출판","2005","9788930007078","9788930007221","","7","813.6","1","1","2014-01-16",
"597","토지","박경리 지음","나남출판","2002","9788930007061","9788930007221","","6","813.6","1","1","2014-01-16",
"598","토지","박경리 지음","나남출판","2002","9788930007023","9788930007221","","2","813.6","1","5","2014-01-16",
"599","오만과 편견","제인 오스틴 지음;윤지관;전승희 [공]옮김","민음사","2006","9788937460883","","0","88","808","1","3","2014-01-16",
"600","참을 수 없는 존재의 가벼움","밀란 쿤데라 지음;이재룡 옮김","민음사","2009","9788937462344","","0","234","808","1","3","2014-01-16",
"601","내 동생 싸게 팔아요","임정자 글;김영수 그림","대한교과서","2007","9788937841668","","7","","813.8","1","17","2014-01-16",
"602","내 동생은 고릴라 입니다:방정화 그림책","방정화 지음","미세기","2009","9788980712502","","7","","813.8","1","4","2014-01-16",
"603","자전거, 도무지 헤어나올 수 없는 아홉 가지 매력","윤준호 [외] 지음","지성사","2009","9788978892001","","0","","698.97","1","0","2014-01-16",
"604","나니아 나라 이야기","C. S. 루이스 글;폴린 베인즈 그림;햇살과나무꾼 옮김","시공주니어","2005","9788952723208","","","8","808.9","1","0","2014-01-16",
"605","나니아 나라 이야기","C. S. 루이스 글;폴린 베인즈 그림;햇살과 나무꾼 옮김","시공주니어","2005","9788952723192","","","7","808.9","1","0","2014-01-16",
"606","나니아 나라 이야기","C. S. 루이스 글;폴린 베인즈 그림;햇살과나무꾼 옮김","시공주니어","2007","9788952723185","","","6","808.9","1","0","2014-01-16",
"607","호밀밭의 파수꾼","제롬 데이비드 샐린저 지음 ;공경희 옮김","민음사","2006","9788937460470","","","","843","1","2","2014-01-16",
"608","토지","박경리 지음","나남","2007","9788930007337","","3","3","813.6","1","3","2014-01-16",
"609","토지","박경리 저","나남출판","2008","9788930007313","","3","1","813.6","1","6","2014-01-16",
"610","우리문화박물지","이어령 지음","디자인하우스","2007","9788970419497","","","","380.911","1","0","2014-01-16",
"611","한 해 열두 달","레오 리오니 [글·그림];이명희 옮김","마루벌","","9788956630274","","","","843","1","0","2014-01-16",
"612","해골이 딸꾹","마저리 퀼러 글;S.D. 쉰들러 그림;엄희정 옮김","문학동네","","9788954602860","","","","843","1","3","2014-01-16",
"613","너도 하늘말나리야:이금이 장편동화","이금이 지음;송진헌 그림","푸른책들","2009","9788957981023","","7","","813.8","1","7","2014-01-16",
"614","우리 엄마","앤서니 브라운 글·그림;허은미 옮김","웅진씽크빅","2009","9788901047904","","7","","843","1","0","2014-01-16",
"615","규리 미술관","박철민 글·그림","키다리","2011","9788992365581","","7","","813.8","1","0","2014-01-16",
"616","지각대장 존","존 버닝햄 글·그림;박상희 옮김","비룡소","1999","9788949110073","","7","","843","1","10","2014-01-16",
"617","종이 봉지 공주","로버트 문치 글;마이클 마첸코 그림;김태희 옮김","비룡소","2009","9788949110479","","7","","843","1","10","2014-01-16",
"618","바람이 분다 당신이 좋다:이병률 여행산문집","이병률 지음","달출판사","2012","9788993928488","","0","","814.6","1","0","2014-01-16",
"619","터널","앤서니 브라운 글·그림;장미란 옮김","논장","2007","9788984140509","","7","","843","1","7","2014-01-16",
"620","터널 밖으로","바바라 레이드 지음;나희덕 옮김","국민서관","2007","9788911026593","","7","","843","1","2","2014-01-16",
"621","도둑을 잡아라!","박정섭 글·그림","시공사","2010","9788952757616","","7","","813.8","1","7","2014-01-16",
"622","눈물바다","서현 글·그림","사계절출판사","2009","9788958284055","","7","","813.8","1","7","2014-01-16",
"623","백만 년 동안 절대 말 안 해","허은미 글;김진화 그림","웅진씽크빅","2011","9788901124438","","7","","813.8","1","4","2014-01-16",
"624","몽실언니","권정생 지음;이철수 그림","창작과비평사","2007","9788936440145","","0","","813.8","1","17","2014-01-16",
"625","크리스마스 선물","존 버닝햄 글·그림;이주령 옮김","시공사","2007","9788972594161","","7","","843","1","6","2014-01-16",
"626","푸른 개 장발","황선미 글;김은정 그림","웅진씽크빅","2005","9788901050157","","","","813.8","1","0","2014-01-16",
"627","훨훨 간다","권정생 글;김용철 그림","국민서관","2010","9788911021406","","7","","388.311","1","3","2014-01-16",
"628","프레드릭","레오 리오니 글·그림;최순희 옮김","시공주니어","2010","9788952701930","","7","","843","1","8","2014-01-16",
"629","내 이름은 삐삐 롱스타킹","아스트리드 린드그렌 글;롤프 레티시 그림;햇살과나무꾼 옮김","시공사","2009","9788952709486","","7","","843","1","15","2014-01-16",
"630","피튜니아, 공부를 시작하다","로저 뒤봐젱 글·그림;서애경 옮김","시공사","2011","9788972592020","","7","","843","1","4","2014-01-16",
"631","용감한 아이린","윌리엄 스타이그 글·그림;김서정 옮김","웅진닷컴","2012","9788901031774","","7","","843","1","1","2014-01-16",
"632","날아라 슝슝 공","김용란 글;김유대 그림","웅진씽크빅","2010","9788901115061","","7","","695","1","0","2014-01-16",
"633","수학 귀신","한스 마그누스 엔첸스베르거 지음;로트라우트 수잔네 베르너 그림;고영아 옮김","비룡소","2011","9788949190013","","4","","410","1","3","2014-01-16",
"634","돼지가 한 마리도 죽지 않던 날","로버트 뉴턴 펙 지음;김옥수 옮김","사계절","2008","9788958280934","","4","","843","1","4","2014-01-16",
"635","여행의 기술:알랭 드 보통의 여행 에세이","알랭 드 보통 씀;정영목 옮김","이레","2004","9788957090268","","0","","844","1","1","2014-01-16",
